"N_numeric","N","Population","Model","TPs","Mix","Mixing_proportion","Lambda","Total_Rows","Violation_Rate","LL_Failure_Rate","Error_Rate","True_Violation_Rate","Final_Violation_Rate","Final_LL_Failure_Rate","Final_Error_Rate","Final_True_Violation_Rate","Reps_Needed_for_Success","Successful_Replications","Status"
"5000","N = 5000",".800","Model 2",3.179,1,".10, .30, .60","A",500,7.4,0,0,7.4,7.8,0,0,7.8,705,650,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,1,".10, .30, .60","A",500,24,0,0.4,24.2,23.9,0,0.4,24.1,942,715,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,1,".10, .30, .60","B",500,55.8,0,0.4,56,55.2,0,0.4,55.4,5147,2294,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,1,".10, .30, .60","B",500,8.6,0,0,8.6,8.5,0,0,8.5,705,645,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,1,".10, .30, .60","B",500,24,0,1.8,25.2,22.5,0,2.2,24.1,941,714,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,1,".10, .30, .60","C",500,54,0,0.4,54.4,53,0,0.5,53.3,5147,2403,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,1,".10, .30, .60","C",500,7.2,0,0,7.2,7,0,0,7,705,656,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,1,".10, .30, .60","C",500,19.4,0,3.2,22.4,19.3,0,3.9,22.8,942,727,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,1,".10, .30, .60","D",500,53.8,0,0.6,54,54,0,0.4,54.2,5147,2358,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,1,".10, .30, .60","D",500,7,0,0,7,7.5,0,0,7.5,705,652,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,1,".10, .30, .60","D",500,21.6,0,6.6,26.4,21.4,0,7.3,27.2,942,686,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,2,".33, .33, .33","0.3",500,64,0,0,64,61.6,0,0,61.6,2055,789,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,2,".33, .33, .33","0.3",500,20,0,0,20,20.6,0,0,20.6,780,619,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,2,".33, .33, .33","0.3",500,33,0,0,33,35.3,0,0,35.3,948,613,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,2,".33, .33, .33","0.5",500,61.4,0,0,61.4,60.5,0,0,60.5,1867,738,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,2,".33, .33, .33","0.5",500,21.2,0,0,21.2,19.9,0,0,19.9,793,635,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,2,".33, .33, .33","0.5",500,39,0,0,39,36.6,0,0,36.6,1055,669,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,2,".33, .33, .33","0.7",500,52.6,0,0.2,52.6,55.1,0.1,0.3,55.2,1429,640,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,2,".33, .33, .33","0.7",500,21.6,0,0,21.6,22,0,0,22,797,622,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,2,".33, .33, .33","0.7",500,37.2,0,0,37.2,38.5,0.1,0,38.6,1021,627,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,2,".33, .33, .33","0.9",500,65.4,0.4,7.6,68.2,65.1,0.2,9,68.3,2452,777,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,2,".33, .33, .33","0.9",500,26.4,0,0,26.4,29.7,0,0,29.7,854,600,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,2,".33, .33, .33","0.9",500,42,0,0,42,43.8,0,0,43.8,1119,629,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,2,".33, .33, .33","A",500,46.4,5.4,16.4,59.2,48.1,4.5,16.8,60.3,2459,977,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,2,".33, .33, .33","A",500,18.4,0,0,18.4,19,0,0,19,854,692,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,2,".33, .33, .33","A",500,34.8,0,0,34.8,35.1,0,0,35.1,1119,726,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,2,".33, .33, .33","B",500,59.8,0,0,59.8,60.1,0,0,60.1,2459,980,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,2,".33, .33, .33","B",500,21.6,0,0,21.6,22.2,0,0,22.2,854,664,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,2,".33, .33, .33","B",500,25.4,0,0,25.4,25.6,0,0,25.6,1119,832,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,2,".33, .33, .33","C",500,63.2,0,0,63.2,61.9,0,0,61.9,1846,704,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,2,".33, .33, .33","C",500,25.8,0,0,25.8,23.5,0,0,23.5,854,653,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,2,".33, .33, .33","C",499,22.6,0,0,22.6,23.8,0,0,23.8,1118,852,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,2,".33, .33, .33","D",500,58.4,0,0,58.4,59.6,0,0,59.6,2459,994,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,2,".33, .33, .33","D",500,26.8,0,0,26.8,27.4,0,0,27.4,854,620,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,2,".33, .33, .33","D",500,34.6,0,0.4,34.8,34.4,0,0.4,34.6,1118,731,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,3,".60, .30, .10","0.3",500,48.2,0,0,48.2,48.9,0,0.2,48.9,1281,654,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,3,".60, .30, .10","0.3",500,11.4,0,0,11.4,12.6,0,0,12.6,700,612,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,3,".60, .30, .10","0.3",500,25.4,0,0,25.4,26.2,0,0,26.2,842,621,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,3,".60, .30, .10","0.5",500,49.4,0,0.4,49.6,52.2,0,0.5,52.4,1325,631,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,3,".60, .30, .10","0.5",499,13.6,0,0,13.6,14.7,0,0,14.7,716,611,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,3,".60, .30, .10","0.5",500,33.2,0,0,33.2,30.5,0,0,30.5,952,662,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,3,".60, .30, .10","0.7",499,52.1,0.2,2.2,53.3,52.8,0.1,2.5,53.9,1452,670,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,3,".60, .30, .10","0.7",500,20,0,0,20,18.8,0,0,18.8,780,633,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,3,".60, .30, .10","0.7",500,35.4,0,0,35.4,32.3,0,0,32.3,988,669,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,3,".60, .30, .10","0.9",495,61.2,0.2,12.9,65.1,64,0.2,12.6,67.8,2104,678,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,3,".60, .30, .10","0.9",500,19.2,0,0,19.2,20.3,0,0,20.3,772,615,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,3,".60, .30, .10","0.9",500,33.2,0,0,33.2,33.4,0,0,33.4,952,634,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,3,".60, .30, .10","A",499,55.7,1.6,34.9,72.5,56.5,2,37.4,73.3,2124,568,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,3,".60, .30, .10","A",499,14,0,0,14,14.7,0,0,14.7,771,658,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,3,".60, .30, .10","A",500,27.6,0,0,27.6,27.8,0,0,27.8,952,687,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,3,".60, .30, .10","B",500,44.8,0,0,44.8,47.2,0,0.3,47.3,2127,1120,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,3,".60, .30, .10","B",500,15.6,0,0,15.6,15.2,0,0,15.2,772,655,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,3,".60, .30, .10","B",500,19.4,0,0,19.4,22.3,0,0,22.3,952,740,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,3,".60, .30, .10","C",500,41.2,0,0.2,41.4,42.4,0,0.4,42.6,2127,1220,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,3,".60, .30, .10","C",498,14.7,0,0,14.7,15.8,0,0,15.8,770,648,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,3,".60, .30, .10","C",500,17.6,0,0,17.6,17.5,0,0,17.5,952,785,"✅ Fixed"
"5000","N = 5000",".800","Model 1",3.179,3,".60, .30, .10","D",500,45.4,0,0.4,45.4,45.2,0,0.4,45.2,2126,1164,"✅ Fixed"
"5000","N = 5000",".800","Model 2",3.179,3,".60, .30, .10","D",500,10.6,0,0,10.6,10.1,0,0,10.1,772,694,"✅ Fixed"
"5000","N = 5000",".800","Model 3",3.179,3,".60, .30, .10","D",499,25.9,0,0.2,26.1,23.3,0,0.1,23.4,951,728,"✅ Fixed"
